rank,id,name,category,tier,source_surface,requires_gpu,competitor_validation_0_100,estimated_customer_benefit_pct,business_value_0_100,weighted_score_0_100,top_80,uncertainty,capability_family,competitor_evidence_band,score_rationale
192,closing-time-snapshot,Closing-Time Snapshot,Security & Access,pro,protect,True,78,18,58,49.0,no,Medium,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=18% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
193,uniform-check,Uniform Color-Signature Check,Compliance,pro,vision,True,76,14,62,48.7,no,High,ppe_safety,adjacent,"ppe safety; competitor evidence=adjacent; estimated reach=14% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
194,crematory-access,Restricted-Zone Entry Log,Compliance,enterprise,vision,True,94,1,62,48.65,no,Low,loitering_intrusion,direct,"loitering intrusion; competitor evidence=direct; estimated reach=1% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
195,visitor-badge-check,Badge Color-Signature Check,Compliance,pro,vision,True,70,18,62,48.6,no,High,ppe_safety,adjacent,"ppe safety; competitor evidence=adjacent; estimated reach=18% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
196,lobby-visitor-flow,Lobby Visitor Flow,Intelligence,starter,vision,True,94,12,52,48.5,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=12% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
197,vehicle-damage-scan,Vehicle-Stall Change Review,Automotive & Parking,pro,vision,True,62,38,48,48.0,no,High,vehicle_parking,direct,"vehicle parking; competitor evidence=direct; estimated reach=38% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
198,teller-line-pace,Teller Line Pace,Intelligence,pro,vision,True,94,10,52,47.8,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=10% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
199,wash-bay-pace,Wash Bay Dwell Review,Automotive & Parking,starter,vision,True,88,5,60,47.75,no,High,dwell_flow_bi,direct,"dwell flow bi; competitor evidence=direct; estimated reach=5% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
200,library-zone-count,Library Zone Counts,Intelligence,starter,vision,True,94,9,52,47.45,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=9% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
201,dock-slip-occupancy,Slip Occupancy Estimate,Intelligence,pro,vision,True,94,8,52,47.1,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=8% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
202,gym-occupancy-class,Studio Attendance Estimate,Intelligence,starter,vision,True,94,8,52,47.1,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=8% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
203,range-utilization,Driving Range Utilization,Intelligence,starter,vision,True,94,8,52,47.1,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=8% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
204,sanctuary-count,Service Attendance Count,Intelligence,starter,vision,True,94,8,52,47.1,no,High,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=8% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
205,thermal-shimmer,Exhaust-Zone Texture Change,Intelligence,enterprise,vision,True,74,22,52,47.0,no,High,industrial_operations,adjacent,"industrial operations; competitor evidence=adjacent; estimated reach=22% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
206,drive-off-alert,Drive-Off Alert,Automotive & Parking,pro,vision,True,86,4,60,46.9,no,Low,vehicle_parking,direct,"vehicle parking; competitor evidence=direct; estimated reach=4% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
207,impound-yard-log,Impound Yard In/Out Log,Automotive & Parking,starter,vision,True,86,3,60,46.55,no,Low,vehicle_parking,direct,"vehicle parking; competitor evidence=direct; estimated reach=3% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
208,detail-qc-walk,Bright-Patch QC Review,Automotive & Parking,pro,vision,True,86,3,60,46.55,no,High,vehicle_parking,direct,"vehicle parking; competitor evidence=direct; estimated reach=3% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
209,unit-fullness,Unit Occupancy Appearance Check,Intelligence,pro,vision,True,94,6,52,46.4,no,High,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=6% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
210,shelter-census,Shelter Bunk-Area Count Estimate,Intelligence,starter,vision,True,94,5,52,46.05,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=5% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
211,clubhouse-flow,Clubhouse Amenity Flow,Intelligence,starter,vision,True,94,4,52,45.7,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=4% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
212,pavilion-rental,Pavilion Rental Verification,Intelligence,starter,vision,True,94,3,52,45.35,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=3% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
213,snapshot-filename-integrity,Snapshot Filename Integrity Audit,Compliance,pro,protect,True,62,30,48,45.2,no,Medium,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
214,snapshot-privacy-suppression-audit,Snapshot Privacy Suppression Audit,Compliance,pro,protect,True,62,30,48,45.2,no,Medium,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
215,rtsp-letterbox-detection,RTSP Letterbox Detection,Property & Liability,pro,protect,True,62,30,48,45.2,no,High,ppe_safety,direct,"ppe safety; competitor evidence=direct; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
216,snapshot-age-index,Snapshot Age Index,Intelligence,pro,protect,True,62,30,48,45.2,no,High,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
217,snapshot-payload-size-audit,Snapshot Payload Size Audit,Compliance,pro,protect,True,62,30,48,45.2,no,High,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
218,snapshot-storage-budget-watch,Snapshot Storage Budget Watch,Compliance,pro,protect,True,62,30,48,45.2,no,High,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
219,clip-export-storage-quota,Clip Export Storage Quota Watch,Compliance,enterprise,protect,False,62,20,55,44.5,no,High,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=20% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
220,access-event-type-census,Access Event Type Census,Intelligence,pro,access,False,62,28,48,44.5,no,Low,occupancy_counting,direct,"occupancy counting; competitor evidence=direct; estimated reach=28% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
221,access-unreported-method-review,Unreported Credential Method Review,Compliance,pro,access,False,48,20,62,43.8,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=20% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
222,clip-export-retention-pruner,Clip Export Retention Pruner,Compliance,enterprise,protect,False,62,18,55,43.8,no,High,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=18% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
223,protect-motion-event-volume,Protect Motion Event Volume,Intelligence,pro,protect,False,48,30,52,43.3,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
224,protect-smart-detect-subtype-mix,Protect Smart-Detect Subtype Mix,Intelligence,pro,protect,False,48,30,52,43.3,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
225,protect-smart-event-volume,Protect Smart-Detect Event Volume,Intelligence,pro,protect,False,48,30,52,43.3,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
226,access-doorbell-next-event-timing,Doorbell-to-Next-Event Timing,Intelligence,pro,access,False,48,28,52,42.6,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=28% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
227,access-doorbell-volume-summary,Doorbell Event Volume Summary,Intelligence,pro,access,False,48,28,52,42.6,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=28% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
228,access-grant-denial-ratio,Access Grant and Denial Ratio,Intelligence,pro,access,False,48,28,52,42.6,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=28% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
229,access-observed-door-roster,Observed Access Door Roster,Intelligence,pro,access,False,48,28,52,42.6,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=28% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
230,clip-export-duration-cap,Clip Export Duration Cap Audit,Compliance,enterprise,protect,False,48,20,58,42.2,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=20% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
231,clip-export-review-thumbnail,Clip Export Review Thumbnail,Intelligence,enterprise,protect,False,62,18,50,41.8,no,Medium,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=18% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
232,access-door-name-drift,Access Door Name Drift Review,Compliance,pro,access,False,48,30,48,41.7,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
233,access-out-of-order-event-review,Out-of-Order Access Event Review,Compliance,pro,access,False,48,30,48,41.7,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
234,access-unclassified-event-review,Unclassified Access Event Review,Compliance,pro,access,False,48,30,48,41.7,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=30% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
235,access-credential-method-mix,Credential Method Mix Summary,Intelligence,pro,access,False,48,28,48,41.0,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=28% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
236,banquet-setup-verify,Event-Room Visual Baseline Check,Intelligence,pro,vision,True,48,22,52,40.5,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=22% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
237,greenhouse-visual-health,Canopy Hue-Shift Watch,Intelligence,pro,vision,True,48,22,52,40.5,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=22% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
238,kennel-restlessness,Kennel Restlessness Score,Intelligence,pro,vision,True,48,22,52,40.5,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=22% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
239,medspa-room-turn,Treatment Room Turn,Intelligence,pro,vision,True,48,22,52,40.5,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=22% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
240,pace-of-play,Pace of Play Monitor,Intelligence,pro,vision,True,48,22,52,40.5,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=22% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
241,protect-motion-smart-ratio,Protect Motion-to-Smart Event Ratio,Intelligence,pro,protect,False,48,22,52,40.5,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=22% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
242,repeat-visitor,Repeat Appearance Pattern,Intelligence,enterprise,vision,True,48,22,52,40.5,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=22% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
243,pest-watch,Pest Watch (After-Hours),Compliance,pro,vision,True,58,10,55,40.0,no,High,perimeter_object_analytics,adjacent,"perimeter object analytics; competitor evidence=adjacent; estimated reach=10% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
244,clip-export-camera-validation,Clip Export Camera Validation,Compliance,enterprise,protect,False,48,20,52,39.8,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=20% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
245,vendor-verification,Vendor Arrival Verification,Intelligence,pro,vision,True,48,20,52,39.8,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=20% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
246,clip-export-overlap-deduper,Clip Export Overlap Deduplicator,Intelligence,enterprise,protect,False,58,16,48,39.3,no,Medium,occupancy_counting,adjacent,"occupancy counting; competitor evidence=adjacent; estimated reach=16% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
247,clip-export-retry-ledger,Clip Export Retry Ledger,Compliance,enterprise,protect,False,58,16,48,39.3,no,Medium,camera_stream_health,adjacent,"camera stream health; competitor evidence=adjacent; estimated reach=16% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
248,daycare-ratio,Classroom Ratio Estimate,Compliance,enterprise,vision,True,48,5,62,38.55,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=5% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
249,access-log-delivery-lag,Access Log Delivery Lag Monitor,Compliance,pro,access,False,48,20,48,38.2,no,High,vertical_visual_workflow,adjacent,"vertical visual workflow; competitor evidence=adjacent; estimated reach=20% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
250,clip-export-latency-metrics,Clip Export Latency Metrics,Intelligence,enterprise,protect,False,58,15,45,37.75,no,Medium,occupancy_counting,adjacent,"occupancy counting; competitor evidence=adjacent; estimated reach=15% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
251,clip-export-filename-normalizer,Clip Export Filename Normalizer,Compliance,enterprise,protect,False,55,12,42,34.75,no,Medium,vms_evidence_support,adjacent,"vms evidence support; competitor evidence=adjacent; estimated reach=12% of the assumed Nexus customer mix; business value reflects outcome severity, economic exposure, response urgency, and buyer willingness-to-pay."
